Title,Country,Year,Operating Temperature (℃),Cathode Pressure (bar),Anode Pressure (bar),Operating Pressure (bar),Flow Rate (mL min-1),Active Area (cm2),Ir wt. %,Ru wt.%,O wt. %,C wt. %,Pure_0/Supported_1,Anode Catalyst Type,I/C in Anode,Pt wt. %,I/C in Cathode,Anode Catalyst Loading,Catahode Catalyst Loading,Anode Precious Metal Loading (mg cm-2 Ir/Ru/Pt/Pd),Cathode Precious Metal Loading (mg cm-2 Pt/Pd),MEA Preparation Method,CCM_0/GDE_1,Membrane Thickness (μm),EW,Type,Current at 1.5 V,Current at 1.6 V,Current at 1.7 V,Current at 1.8 V,Current at 1.9 V,Current at 2.0 V,Minimum Stability Current Density (A cm-2),Maximum Stability Current Density (A cm-2),Fluctuation period (h),Stability Test Time (h-1)
Initial Performance and Durability of Ultra-Low Loaded NSTF Electrodes for PEM Electrolyzers,USA,2012,80,1,1,1,250,86,0,0,0,0,0,NTSF,0,68,0,0.15 mg cm-2 Pt,0.15 mg cm-2 Pt,0.15,0.15,CCM,0,175,1100,Nafion 117,0.04736,0.32901,0.70216,1.10767,1.58417,1.9526,0,0,0,0
Investigation of titanium liquid/gas diffusion layers in proton exchange membrane electrolyzer cells,USA,2016,20,1,1,1,40,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx,,100,,3,3 mg cm-2 Pt,2.734366353,3,CCM,0,125,1100,Nafion 115,0.0064,0.01692,0.14707,0.29023,0.48174,0.64536,0,0,0,0
Investigation on the degradation of MEAs for PEM water electrolysers part I: Effects of testing conditions on MEA performances and membrane properties,France,2016,60,1,1,1,33,25,85.52915767,0,14.47084233,0,0,Pure Oxide,,100,,1.99,1.31 mg cm-2 Pt,1.702030238,1.31,CCM,0,175,1100,Nafion 117,0.41673,0.80747,1.2363,1.50401,2.05186,2.37546,0,0,0,0
Investigation on the degradation of MEAs for PEM water electrolysers part I: Effects of testing conditions on MEA performances and membrane properties,France,2016,80,1,1,1,33,25,85.52915767,0,14.47084233,0,0,Pure Oxide,,100,,1.99,1.19 mg cm-2 Pt,1.702030238,1.19,CCM,0,175,1100,Nafion 117,0.31197,0.62252,1.10766,1.60435,2.06842,2.36893,0,0,0,0
"Palladium supported on phosphorus–nitrogen dual-doped carbon
nanoparticles as cathode for hydrogen evolution in PEM
water electrolyser",Germany,2018,30,1,1,1,60,25,0,75.66401816,24.33598184,0,0,Pure Oxide,,0,,3,0.7 mg cm-2 Pd,2.269920545,0.7,GDE,1,125,1100,Nafion 115,0.0345,0.10042,0.22061,0.38851,0.60775,0.89438,0,0,0,0
"Palladium supported on phosphorus–nitrogen dual-doped carbon
nanoparticles as cathode for hydrogen evolution in PEM
water electrolyser",Germany,2018,40,1,1,1,60,25,0,75.66401816,24.33598184,0,0,Pure Oxide,,0,,3,0.7 mg cm-2 Pd,2.269920545,0.7,GDE,1,125,1100,Nafion 115,0.04798,0.13648,0.25958,0.45625,0.72466,1.00546,0,0,0,0
"Palladium supported on phosphorus–nitrogen dual-doped carbon
nanoparticles as cathode for hydrogen evolution in PEM
water electrolyser",Germany,2018,50,1,1,1,60,25,0,75.66401816,24.33598184,0,0,Pure Oxide,,0,,3,0.7 mg cm-2 Pd,2.269920545,0.7,GDE,1,125,1100,Nafion 115,0.05854,0.15323,0.3153,0.50869,0.77711,1.09833,0,0,0,0
"Palladium supported on phosphorus–nitrogen dual-doped carbon
nanoparticles as cathode for hydrogen evolution in PEM
water electrolyser",Germany,2018,60,1,1,1,60,25,0,75.66401816,24.33598184,0,0,Pure Oxide,,0,,3,0.7 mg cm-2 Pd,2.269920545,0.7,GDE,1,125,1100,Nafion 115,0.07675,0.17873,0.34954,0.56405,0.85832,1.16716,0,0,0,0
"Palladium supported on phosphorus–nitrogen dual-doped carbon
nanoparticles as cathode for hydrogen evolution in PEM
water electrolyser",Germany,2018,70,1,1,1,60,25,0,75.66401816,24.33598184,0,0,Pure Oxide,,0,,3,0.7 mg cm-2 Pd,2.269920545,0.7,GDE,1,125,1100,Nafion 115,0.09023,0.1922,0.40526,0.63908,0.90312,1.25566,0,0,0,0
"Palladium supported on phosphorus–nitrogen dual-doped carbon
nanoparticles as cathode for hydrogen evolution in PEM
water electrolyser",Germany,2018,80,1,1,1,60,25,0,75.66401816,24.33598184,0,0,Pure Oxide,,0,,3,0.7 mg cm-2 Pd,2.269920545,0.7,GDE,1,125,1100,Nafion 115,0.11572,0.24756,0.46681,0.72321,1.01711,1.33834,0,0,0,0
"Pathways to ultra-low platinum group metal catalyst loading in
proton exchange membrane electrolyzerswater electrolyser",USA,2016,50,1,1,1,300,25,85.52915767,0,14.47084233,0,0,Pure Oxide,0.15,100,0.15,3,0.2 mg cm-2 Pt,2.56587473,0.2,GDE,1,175,1100,Nafion 117,0.05565,0.34357,0.67562,0.9618,1.27279,1.55378,0,0,0,0
"Pathways to ultra-low platinum group metal catalyst loading in
proton exchange membrane electrolyzerswater electrolyser",USA,2016,50,1,1,1,300,25,85.52915767,0,14.47084233,0,0,Pure Oxide,0.15,100,0.15,0.1,0.2 mg cm-2 Pt,0.085529158,0,GDE,1,175,1100,Nafion 117,0.0015,0.16492,0.46303,0.78719,1.12566,1.4663,0,0,0,0
"Pathways to ultra-low platinum group metal catalyst loading in
proton exchange membrane electrolyzerswater electrolyser",USA,2016,50,1,1,1,300,25,85.52915767,0,14.47084233,0,0,Pure Oxide,0.15,100,0.15,3,0.2 mg cm-2 Pt,2.56587473,0.2,CCM,0,175,1100,Nafion 117,0.06431,0.34075,0.65941,1.00887,1.39484,1.79981,0,0,0,0
A highly efficient and durable carbon nanotube-based anode electrocatalyst for water electrolyzers,Japan,2017,80,1,1,1,1,1,19.1,0,3.231565657,77.66843434,1,MWNT/PBI/Ir,0.43,46,0.43,0.5 mg cm-2 Ir,0.5 mg cm-2 Pt,0.5,0.5,CCM,0,175,1100,Nafion 117,0.32965,0.77717,1.26408,1.75099,2.2379,2.72481,0,0,0,0
Development of electrodeposited IrO2 electrodes as anodes in polymer electrolyte membrane water electrolysis,Korea,2015,90,1,1,1,15,4,85.52915767,0,14.47084233,0,0,Pure Oxide,,46,,0.1,0.4 mg cm-2 Pt,0.085529158,0.4,CCM,0,50,1100,Nafion 212,0.47732,1.05467,1.53636,1.93308,2.2392,2.69556,0,0,0,0
Effects of membrane electrode assembly properties on two-phase transport and performance in proton exchange membrane electrolyzer cells,USA,2015,80,1,1,1,,5,74.37742114,16.76812396,8.854454898,0,0,Pure Oxide,,,,3,3 mg cm-2 Pt,2.734366353,3,CCM,0,175,1100,Nafion 117,0.28879,0.59789,0.98849,1.44729,1.96581,2.61749,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,80,1,1,1,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,125,1100,Nafion 115,0.16414,0.43179,0.77665,1.05992,1.20862,1.35732,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,90,1,1,1,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,125,1100,Nafion 115,0.17115,0.38293,0.67671,0.9724,1.07203,1.17166,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,100,1,1,1,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,125,1100,Nafion 115,0.26121,0.51931,0.79928,1.05907,1.20777,1.35647,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,110,1,1,1,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,125,1100,Nafion 115,0.36806,0.45197,0.50189,0.61384,0.69944,0.78504,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,120,1,1,1,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,125,1100,Nafion 115,0.2045,0.22978,0.27353,0.27523,0.29,0.30477,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,80,1,1,1,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,120,,"3wt.% SiO2 (Cab-O-Sil EH5, Cabot) composite membrane",0.23185,0.58587,0.95546,1.29256,1.49901,1.70546,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,90,1,1,1,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,120,,"3wt.% SiO2 (Cab-O-Sil EH5, Cabot) composite membrane",0.26536,0.66405,1.14499,1.5799,1.89365,2.2074,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,100,1,1,1,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,120,,"3wt.% SiO2 (Cab-O-Sil EH5, Cabot) composite membrane",0.35742,0.74494,1.22284,1.64692,1.97725,2.30758,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,110,1,1,1,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,120,,"3wt.% SiO2 (Cab-O-Sil EH5, Cabot) composite membrane",0.52597,0.79639,0.97475,1.0878,1.12672,1.16564,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,120,1,1,1,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,120,,"3wt.% SiO2 (Cab-O-Sil EH5, Cabot) composite membrane",0.29176,0.38246,0.46166,0.48129,0.48704,0.49279,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,80,3,3,3,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,125,1100,Nafion 115,0.11629,0.32698,0.57312,0.86244,1.00018,1.13792,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,90,3,3,3,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,125,1100,Nafion 115,0.15834,0.3888,0.68085,0.9729,1.11336,1.25382,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,100,3,3,3,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,125,1100,Nafion 115,0.26425,0.52175,0.79972,1.0845,1.26041,1.43632,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,110,3,3,3,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,125,1100,Nafion 115,0.3372,0.55539,0.75381,0.94858,1.16313,1.37768,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,120,3,3,3,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,125,1100,Nafion 115,0.20606,0.3,0.41766,0.5788,0.74631,0.91382,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,80,3,3,3,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,120,,"3wt.% SiO2 (Cab-O-Sil EH5, Cabot) composite membrane",0.16494,0.52611,1.00691,1.39376,1.68927,1.98478,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,90,3,3,3,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,120,,"3wt.% SiO2 (Cab-O-Sil EH5, Cabot) composite membrane",0.20915,0.63599,1.12849,1.55696,1.84076,2.12456,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,100,3,3,3,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,120,,"3wt.% SiO2 (Cab-O-Sil EH5, Cabot) composite membrane",0.29074,0.74587,1.23577,1.64668,1.9812,2.31572,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,110,3,3,3,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,120,,"3wt.% SiO2 (Cab-O-Sil EH5, Cabot) composite membrane",0.34698,0.77382,1.25983,1.73641,2.13366,2.53091,0,0,0,0
High temperature operation of a composite membrane-based solid polymer electrolyte water electrolyser,Italy,2008,120,3,3,3,2,5,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,120,,"3wt.% SiO2 (Cab-O-Sil EH5, Cabot) composite membrane",0.3109,0.7605,1.22374,1.70292,2.11383,2.52474,0,0,0,0
Magnetron sputtered Ir thin film on TiC-based support sublayer as low-loading anode catalyst for proton exchange membrane water electrolysis,Italy,2016,80,8,8,8,1,4.62,100,0,0,0,0,Ir,0.1875,66.67,,0.08 mg cm-2 Ir,0.4 mg cm-2 Pt and 0.2 mg cm-2 Ru,0.08,0.6,CCM,0,125,1100,Nafion 115,0.091,0.4,0.82265,1.26616,1.68624,2.02864,0,0,0,0
Magnetron sputtered Ir thin film on TiC-based support sublayer as low-loading anode catalyst for proton exchange membrane water electrolysis,Italy,2016,80,8,8,8,1,4.62,100,0,0,0,0,Ir,0.09375,66.67,,0.16 mg cm-2 Ir,0.4 mg cm-2 Pt and 0.2 mg cm-2 Ru,0.16,0.6,CCM,0,125,1100,Nafion 115,0.11813,0.46669,0.94802,1.424,1.84737,2.23334,0,0,0,0
Magnetron sputtered Ir thin film on TiC-based support sublayer as low-loading anode catalyst for proton exchange membrane water electrolysis,Italy,2016,80,8,8,8,1,4.62,100,0,0,0,0,Ir,0.0625,66.67,,0.24 mg cm-2 Ir,0.4 mg cm-2 Pt and 0.2 mg cm-2 Ru,0.24,0.6,CCM,0,125,1100,Nafion 115,0.128,0.49588,0.95994,1.47785,1.95219,2.37391,0,0,0,0
Operando current mapping on PEM water electrolysis cells. Influence of mechanical stress,France,2017,80,1,1,1,2000,250,85.52915767,0,14.47084233,0,0,Pure Oxide,,46,,1,0.5 mg cm-2 Pt,0.855291577,0.5,CCM,0,175,1100,Nafion 117,0.1203,0.34616,0.6,0.83555,1.07555,1.31555,0,0,0,0
SPE water electrolysis with SPEEK/PES blend membrane,China,2010,80,1,1,1,,4,100,0,0,0,0,Ir,0.15,20,0.5,5,1.5,5,0.3,CCM,0,125,602.4096386,30PES/SPEEK ,0.12716,0.36668,0.64859,1.0123,1.343,1.66186,0,0,0,0
SPE water electrolysis with SPEEK/PES blend membrane,China,2010,80,1,1,1,,4,100,0,0,0,0,Ir,0.15,20,0.5,5,1.5,5,0.3,CCM,0,125,1100,Nafion 115,0.28734,0.66091,1.08524,1.54013,1.93391,2.33212,0,0,0,0
Solid Polymer Electrolyte Water Electrolyser Based on Nafion-TiO2?Composite Membrane for High Temperature Operation,Italy,2008,80,1,1,1,2,,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,125,,Nafion TiO2,0.24654,0.52445,0.9357,1.33316,1.68616,1.99984,0,0,0,0
Solid Polymer Electrolyte Water Electrolyser Based on Nafion-TiO2?Composite Membrane for High Temperature Operation,Italy,2008,80,3,3,3,2,,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,125,,Nafion TiO2,0.25716,0.56806,0.9719,1.39872,1.77692,2.09904,0,0,0,0
Solid Polymer Electrolyte Water Electrolyser Based on Nafion-TiO2?Composite Membrane for High Temperature Operation,Italy,2008,120,1,1,1,2,,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,125,,Nafion TiO2,0.35596,0.46904,0.59175,0.70888,0.86201,0.99994,0,0,0,0
Solid Polymer Electrolyte Water Electrolyser Based on Nafion-TiO2?Composite Membrane for High Temperature Operation,Italy,2008,120,3,3,3,2,,85.52915767,0,14.47084233,0,0,Pure Oxide,0.5,30,0.5,5,0.8 mg cm-2 Pt,4.276457883,0.8,CCM,0,125,,Nafion TiO2,0.41098,0.63945,0.85818,1.07521,1.26638,1.4673,0,0,0,0
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",Italy,2019,25,1,1,1,,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx 0.7:0.3,0.176,30,0.333,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,980,Stablized extruded Aquivion E98-09s,0.00296,0.25183,0.76589,1.31871,1.95415,2.662,0,0,0,0
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",Italy,2019,40,1,1,1,,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx 0.7:0.3,0.176,30,0.333,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,980,Stablized extruded Aquivion E98-09s,0.04172,0.38442,0.96478,1.6553,2.38559,3.2036,0,0,0,0
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",Italy,2019,50,1,1,1,,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx 0.7:0.3,0.176,30,0.333,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,980,Stablized extruded Aquivion E98-09s,0.09068,0.53334,1.21365,2.00923,2.866,3.85536,0,0,0,0
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",Italy,2019,60,1,1,1,,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx 0.7:0.3,0.176,30,0.333,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,980,Stablized extruded Aquivion E98-09s,0.16819,0.72101,1.50026,2.41823,3.39128,4.36433,0,0,0,0
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",Italy,2019,70,1,1,1,,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx 0.7:0.3,0.176,30,0.333,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,980,Stablized extruded Aquivion E98-09s,0.30079,0.96478,1.86031,2.8609,3.8829,4.9049,0,0,0,0
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",Italy,2019,80,1,1,1,,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx 0.7:0.3,0.176,30,0.333,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,980,Stablized extruded Aquivion E98-09s,0.49458,1.26261,2.20812,3.25868,4.3531,5.44752,0,0,0,0
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",Italy,2019,90,1,1,1,,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx 0.7:0.3,0.176,30,0.333,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,980,Stablized extruded Aquivion E98-09s,0.74345,1.5176,2.46821,3.57385,4.67949,5.78513,0,0,0,0
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",Italy,2019,25,1,1,1,,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx 0.7:0.3,0.176,30,0.333,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,980,Stablized cast Aquivion C98-09s,0.02664,0.32456,0.85623,1.47316,2.06901,2.66486,0,0,0,0
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",Italy,2019,40,1,1,1,,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx 0.7:0.3,0.176,30,0.333,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,980,Stablized cast Aquivion C98-09s,0.06017,0.46059,1.12829,1.83526,2.53745,3.23963,0,0,0,0
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",Italy,2019,50,1,1,1,,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx 0.7:0.3,0.176,30,0.333,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,980,Stablized cast Aquivion C98-09s,0.11573,0.62632,1.39652,2.20599,3.0011,3.75884,0,0,0,0
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",Italy,2019,60,1,1,1,,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx 0.7:0.3,0.176,30,0.333,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,980,Stablized cast Aquivion C98-09s,0.1962,0.81408,1.61781,2.49913,3.25687,3.98013,0,0,0,0
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",Italy,2019,70,1,1,1,,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx 0.7:0.3,0.176,30,0.333,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,980,Stablized cast Aquivion C98-09s,0.34085,1.08614,2.0144,2.95033,3.79333,4.63633,0,0,0,0
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",Italy,2019,80,1,1,1,,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx 0.7:0.3,0.176,30,0.333,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,980,Stablized cast Aquivion C98-09s,0.55831,1.3582,2.3928,3.34596,4.21004,5.07412,0,0,0,0
"Chemically stabilised extruded and recast short side chain Aquivion? proton
exchange membranes for high current density operation in water electrolysis",Italy,2019,90,1,1,1,,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx 0.7:0.3,0.176,30,0.333,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,980,Stablized cast Aquivion C98-09s,0.80546,1.62643,2.7118,3.65251,4.59322,5.53393,0,0,0,0
Development of electrodeposited IrO2 electrodes as anodes in polymer electrolyte membrane water electrolysis,Korea,2015,90,1,1,1,15,4,85.52915767,0,14.47084233,0,0,Electrodeposited IrO2 3min,0,46.3,,0.02732,0.4mg cm-2 Pt,0.023366566,0.4,GDE,1,50.8,1100,Nafion212,0.21671,0.53256,0.74124,0.90551,1.05215,1.19879,0,0,0,0
Development of electrodeposited IrO2 electrodes as anodes in polymer electrolyte membrane water electrolysis,Korea,2015,90,1,1,1,15,4,85.52915767,0,14.47084233,0,0,Electrodeposited IrO2 5min,0,46.3,,0.05453,0.4mg cm-2 Pt,0.04663905,0.4,GDE,1,50.8,1100,Nafion212,0.37252,0.84347,1.26506,1.58937,1.88758,2.27816,0,0,0,0
Development of electrodeposited IrO2 electrodes as anodes in polymer electrolyte membrane water electrolysis,Korea,2015,90,1,1,1,15,4,85.52915767,0,14.47084233,0,0,Electrodeposited IrO2 10min,0,46.3,,0.10002,0.4mg cm-2 Pt,0.085546263,0.4,GDE,1,50.8,1100,Nafion212,0.43879,1.0169,1.53649,1.92707,2.24291,2.70046,0,0,0,0
Development of electrodeposited IrO2 electrodes as anodes in polymer electrolyte membrane water electrolysis,Korea,2015,90,1,1,1,15,4,85.52915767,0,14.47084233,0,0,Electrodeposited IrO2 20min,0,46.3,,0.26257,0.4mg cm-2 Pt,0.224573909,0.4,GDE,1,50.8,1100,Nafion212,0.4127,0.87026,1.24321,1.49207,1.72261,2.09627,0,0,0,0
Development of electrodeposited IrO2 electrodes as anodes in polymer electrolyte membrane water electrolysis,Korea,2015,90,1,1,1,15,4,85.52915767,0,14.47084233,0,0,Electrodeposited IrO2 30min,0,46.3,,0.54018,0.4mg cm-2 Pt,0.462011404,0.4,GDE,1,50.8,1100,Nafion212,0.40777,0.68766,0.83007,0.98094,1.22558,1.49207,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",Germany,2018,60,1,1,1,25,4,85.52915767,0,14.47084233,0,0,IrOx,0.15,40,0.2,1.5,0.6mg cm-2 Pt,1.282937365,0.6,CCM,0,175,1100,Nafion117,0.06959,0.3135,0.65346,1.02328,1.3931,1.76292,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",Germany,2018,60,1,1,1,25,4,85.52915767,0,14.47084233,0,0,IrOx,0.15,40,0.2,1.42,0.6mg cm-2 Pt,1.214514039,0.6,CCM,0,175,1100,Nafion117,0.10502,0.36914,0.72402,1.13103,1.53804,1.94505,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",Germany,2018,60,1,1,1,25,4,85.52915767,0,14.47084233,0,0,IrOx,0.15,40,0.2,0.75,0.6mg cm-2 Pt,0.641468683,0.6,CCM,0,175,1100,Nafion117,0.01756,0.11387,0.29284,0.52392,0.755,0.98608,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",Germany,2018,60,1,1,1,25,4,85.52915767,0,14.47084233,0,0,IrOx,0.15,40,0.2,0.75,0.6mg cm-2 Pt,0.641468683,0.6,CCM,0,175,1100,Nafion117,0.03563,0.21441,0.51565,0.8513,1.18695,1.5226,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",Germany,2018,60,1,1,1,25,4,85.52915767,0,14.47084233,0,0,IrOx,0.15,40,0.2,0.75,0.6mg cm-2 Pt,0.641468683,0.6,CCM,0,175,1100,Nafion117,0.05197,0.27324,0.56217,0.86033,1.15849,1.45665,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",Germany,2018,60,1,1,1,45,22.7,85.52915767,0,14.47084233,0,0,IrOx,0.15,40,0.2,1,0.6mg cm-2 Pt,0.855291577,0.6,CCM,0,175,1100,Nafion117,0.0684,0.23904,0.45398,0.68357,0.90621,1.12885,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",Germany,2018,60,1,1,1,45,22.7,85.52915767,0,14.47084233,0,0,IrOx,0.15,40,0.2,1,0.6mg cm-2 Pt,0.855291577,0.6,CCM,0,175,1100,Nafion117,0.04343,0.3008,0.60547,0.93418,1.26289,1.5916,0,0,0,0
